CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time
instancesConflicts/BPPC_2_0_4.txt 	 100 	 100 	 0.988868 	 26 	 497513.000000
instancesConflicts/BPPC_2_0_5.txt 	 101 	 101 	 0.992436 	 28 	 600612.000000
instancesConflicts/BPPC_2_0_6.txt 	 101 	 101 	 0.996627 	 33 	 618180.000000
instancesConflicts/BPPC_2_0_7.txt 	 102 	 102 	 0.981888 	 26 	 494779.000000
instancesConflicts/BPPC_2_0_8.txt 	 103 	 104 	 0.977301 	 26 	 686629.000000
instancesConflicts/BPPC_2_0_9.txt 	 105 	 105 	 0.998363 	 41 	 691959.000000
instancesConflicts/BPPC_2_0_10.txt 	 101 	 101 	 0.984504 	 27 	 581790.000000
instancesConflicts/BPPC_2_1_1.txt 	 99 	 99 	 0.991167 	 27 	 539884.000000
instancesConflicts/BPPC_2_1_2.txt 	 100 	 100 	 0.981009 	 27 	 553544.000000
instancesConflicts/BPPC_2_1_3.txt 	 102 	 102 	 0.988951 	 28 	 609334.000000
instancesConflicts/BPPC_2_1_4.txt 	 100 	 100 	 0.988892 	 27 	 496520.000000
instancesConflicts/BPPC_2_1_5.txt 	 101 	 101 	 0.992493 	 27 	 544255.000000
instancesConflicts/BPPC_2_1_6.txt 	 101 	 101 	 0.996653 	 34 	 593988.000000
instancesConflicts/BPPC_2_1_7.txt 	 102 	 102 	 0.981537 	 26 	 467757.000000
instancesConflicts/BPPC_2_1_8.txt 	 103 	 103 	 0.995888 	 45 	 960022.000000
instancesConflicts/BPPC_2_1_9.txt 	 105 	 105 	 0.998359 	 41 	 670489.000000
instancesConflicts/BPPC_2_1_10.txt 	 101 	 101 	 0.984667 	 27 	 564477.000000
instancesConflicts/BPPC_2_2_1.txt 	 99 	 99 	 0.991480 	 30 	 597077.000000
instancesConflicts/BPPC_2_2_2.txt 	 100 	 100 	 0.981277 	 29 	 579545.000000
instancesConflicts/BPPC_2_2_3.txt 	 102 	 102 	 0.988827 	 30 	 623557.000000
instancesConflicts/BPPC_2_2_4.txt 	 100 	 100 	 0.989629 	 31 	 541580.000000
instancesConflicts/BPPC_2_2_5.txt 	 101 	 101 	 0.992616 	 29 	 533737.000000
instancesConflicts/BPPC_2_2_6.txt 	 101 	 102 	 0.977401 	 32 	 595527.000000
instancesConflicts/BPPC_2_2_7.txt 	 102 	 102 	 0.981339 	 28 	 502536.000000
instancesConflicts/BPPC_2_2_8.txt 	 103 	 103 	 0.995888 	 46 	 979284.000000
instancesConflicts/BPPC_2_2_9.txt 	 105 	 106 	 0.980084 	 33 	 619818.000000
instancesConflicts/BPPC_2_2_10.txt 	 101 	 101 	 0.984738 	 30 	 656783.000000
instancesConflicts/BPPC_2_3_1.txt 	 99 	 99 	 0.991188 	 44 	 815998.000000
instancesConflicts/BPPC_2_3_2.txt 	 100 	 101 	 0.964429 	 40 	 736159.000000
instancesConflicts/BPPC_2_3_3.txt 	 102 	 103 	 0.970050 	 30 	 633725.000000
instancesConflicts/BPPC_2_3_4.txt 	 100 	 101 	 0.970235 	 37 	 638633.000000
instancesConflicts/BPPC_2_3_5.txt 	 101 	 102 	 0.973699 	 33 	 591246.000000
instancesConflicts/BPPC_2_3_6.txt 	 101 	 102 	 0.978431 	 56 	 1018854.000000
instancesConflicts/BPPC_2_3_7.txt 	 102 	 103 	 0.965867 	 32 	 565929.000000
instancesConflicts/BPPC_2_3_8.txt 	 103 	 104 	 0.977292 	 34 	 761124.000000
instancesConflicts/BPPC_2_3_9.txt 	 105 	 106 	 0.980470 	 81 	 1557667.000000
instancesConflicts/BPPC_2_3_10.txt 	 101 	 102 	 0.966053 	 32 	 665429.000000
instancesConflicts/BPPC_2_4_1.txt 	 99 	 100 	 0.971999 	 45 	 927518.000000
instancesConflicts/BPPC_2_4_2.txt 	 100 	 107 	 0.861486 	 26 	 734889.000000
instancesConflicts/BPPC_2_4_3.txt 	 102 	 104 	 0.954676 	 58 	 1231910.000000
instancesConflicts/BPPC_2_4_4.txt 	 100 	 105 	 0.914226 	 50 	 1213537.000000
instancesConflicts/BPPC_2_4_5.txt 	 101 	 106 	 0.904462 	 26 	 660874.000000
instancesConflicts/BPPC_2_4_6.txt 	 101 	 109 	 0.865500 	 26 	 747800.000000
instancesConflicts/BPPC_2_4_7.txt 	 102 	 106 	 0.918573 	 35 	 821205.000000
instancesConflicts/BPPC_2_4_8.txt 	 103 	 105 	 0.962938 	 56 	 1273800.000000
instancesConflicts/BPPC_2_4_9.txt 	 105 	 116 	 0.831832 	 26 	 857357.000000
instancesConflicts/BPPC_2_4_10.txt 	 101 	 104 	 0.938195 	 52 	 1233743.000000
instancesConflicts/BPPC_2_5_1.txt 	 99 	 112 	 0.800896 	 26 	 942291.000000
instancesConflicts/BPPC_2_5_2.txt 	 100 	 131 	 0.644221 	 26 	 805754.000000
instancesConflicts/BPPC_2_5_3.txt 	 102 	 118 	 0.767032 	 26 	 932294.000000
instancesConflicts/BPPC_2_5_4.txt 	 100 	 132 	 0.632727 	 26 	 808677.000000
instancesConflicts/BPPC_2_5_5.txt 	 101 	 127 	 0.681083 	 26 	 863443.000000
instancesConflicts/BPPC_2_5_6.txt 	 101 	 129 	 0.676431 	 26 	 854935.000000
instancesConflicts/BPPC_2_5_7.txt 	 102 	 126 	 0.700128 	 26 	 835602.000000
instancesConflicts/BPPC_2_5_8.txt 	 103 	 116 	 0.803842 	 26 	 910880.000000
instancesConflicts/BPPC_2_5_9.txt 	 105 	 143 	 0.607466 	 26 	 865054.000000
instancesConflicts/BPPC_2_5_10.txt 	 101 	 128 	 0.690351 	 27 	 917686.000000
instancesConflicts/BPPC_2_6_1.txt 	 99 	 146 	 0.541913 	 26 	 889247.000000
instancesConflicts/BPPC_2_6_2.txt 	 100 	 157 	 0.496516 	 35 	 1174805.000000
instancesConflicts/BPPC_2_6_3.txt 	 102 	 149 	 0.548020 	 26 	 854555.000000
instancesConflicts/BPPC_2_6_4.txt 	 100 	 158 	 0.475504 	 26 	 945899.000000
instancesConflicts/BPPC_2_6_5.txt 	 101 	 153 	 0.505606 	 26 	 939058.000000
instancesConflicts/BPPC_2_6_6.txt 	 101 	 153 	 0.519581 	 27 	 942245.000000
instancesConflicts/BPPC_2_6_7.txt 	 102 	 147 	 0.553740 	 30 	 1032243.000000
